Word,Concreteness_Rating
dispense,3.260
dispensed,0
dispenser,3.840
dispensers,0
dispensing,0
dispersal,2.780
disperse,2.850
dispersed,2.640
dispersement,0
dispersing,0
dispersion,2.220
dispirit,0
displace,2.570
displaced,0
displacement,2.720
displaces,0
displacing,0
display,3.860
displayed,3.080
displaying,0
displays,0
displease,1.710
displeased,2.030
displeasing,1.860
displeasure,1.850
disposable,2.410
disposal,2.890
dispose,3.590
disposed,2.230
disposition,2.100
dispositions,0
dispossess,2.270
dispossessed,0
dispossession,2.040
disproportion,2.740
disproportionate,1.870
disproportionately,2.180
disprove,2.590
disproving,0
disputable,1.790
disputant,0
disputation,0
dispute,2.900
disputed,0
disputes,0
disqualification,1.890
disqualified,0
disqualify,2.390
disquiet,0
disquieting,1.750
disregard,1.900
disregarded,0
disregarding,0
disremember,0
disrepair,3.090
disreputable,2.000
disrepute,1.650
disrespect,1.930
disrespectful,1.870
disrobe,3.930
disrupt,2.450
disrupted,0
disrupting,0
disruption,2.390
disruptions,0
disruptive,1.810
disrupts,0
dissatisfaction,1.960
dissatisfactions,0
dissatisfied,2.240
dissatisfy,2.140
dissect,3.210
dissection,3.480
dissemble,2.630
disseminate,2.190
disseminated,0
disseminating,0
dissemination,1.920
dissension,2.040
dissensions,0
dissent,2.170
dissented,0
dissenter,2.480
dissenters,0
dissenting,1.500
dissents,0
dissertation,2.810
disservice,1.770
dissidence,0
dissident,2.500
dissimilar,2.000
dissimilarity,0
dissimilitude,0
dissimulation,0
dissipate,3.070
dissipated,2.830
dissipating,0
dissipation,2.520
dissociate,1.620
dissociated,0
dissociation,1.960
dissolubility,0
dissolute,1.910
dissolution,1.820
dissolutions,0
dissolve,3.150
dissolved,0
dissolving,3.220
dissonance,1.740
dissonances,0
dissonant,0
dissuade,2.240
dissuasion,0
distal,0
distally,0
distance,3.170
distances,0
distant,2.750
distantly,2.190
distaste,2.040
distasteful,1.830
distemper,2.350
distend,0
distension,2.670
distil,0
distillation,3.110
distilled,2.930
distiller,4.150
distillers,0
distillery,4.410
distilling,2.610
distinct,2.110
distinction,2.080
distinctions,0
distinctive,1.610
distinctively,1.790
distinctly,1.930
distinguish,2.200
distinguishable,2.480
distinguished,2.140
distinguishes,0
distinguishing,1.750
distort,2.660
distortable,0
distorted,2.570
distortion,2.300
distortions,0
distract,2.330
distracted,2.460
distractedly,1.570
distracting,0
distraction,2.460
distractions,0
distraught,2.270
distress,2.660
distressed,2.210
distresses,0
distressing,1.890
distribute,2.770
distributed,2.590
distributes,0
distributing,0
distribution,3.330
distributions,0
distributive,2.120
distributor,3.900
distributors,0
distributor's,0
distributorship,2.640
district,3.290
districts,0
distrust,1.440
distrusted,0
distrustful,1.550
disturb,3.040
disturbance,2.700
disturbances,0
disturbed,1.890
disturber,2.770
disturbing,2.480
disturbingly,1.850
disunion,1.920
disunite,2.040
disunited,0
disunity,0
disuse,0
ditch,4.500
ditches,0
dither,0
ditties,0
ditto,2.590
ditty,0
diuretic,2.950
diurnal,0
diva,3.640
divan,0
divans,0
dive,4.030
dived,0
diver,4.690
diverge,2.210
divergence,2.150
divergent,2.380
diverging,2.400
divers,4.700
diverse,2.240
diversification,1.890
diversified,2.270
diversify,1.970
diversion,2.670
diversionary,1.820
diversions,0
diversities,0
diversity,2.280
divert,2.860
diverted,0
diverting,2.320
dives,0
divest,0
divestiture,0
divide,2.860
divided,3.270
dividend,2.760
dividends,0
divider,3.900
divides,0
dividing,3.300
divination,1.850
divine,1.440
divinely,1.520
divine's,0
diving,4.130
divingboard,0
divining,2.000
divinities,0
divinity,1.900
divisible,2.370
division,2.800
divisional,2.040
divisions,0
division's,0
divisive,2.080
divorce,3.250
divorced,0
divorcee,3.800
divulge,2.230
divulgence,1.730
divulging,0
divvy,0
Dixie,0
Dixiecrats,0
Dixieland,0
dizzily,2.460
dizziness,3.070
dizzy,2.590
do,2.460
Doberman,0
doc,3.680
docile,2.210
docilely,0
docility,1.480
dock,4.640
docked,0
docket,3.560
docketed,0
docks,0
dockside,4.190
dockyard,4.550
doctor,4.690
doctoral,2.480
doctorate,3.400
doctored,0
doctors,0
doctor's,0
doctrinal,2.330
doctrinally,0
doctrine,2.120
doctrines,0
document,4.410
documentaries,0
documentary,3.780
documentation,3.550
documented,0
documents,0
dodge,3.690
dodged,0
Dodger,3.630
Dodgers,0
dodging,0
dodo,0
doe,4.640
doer,2.760
doers,0
does,2.240
doeskin,0
doesn't,0
doff,0
dog,4.850
dogcatcher,4.350
dogfight,4.130
dogged,2.260
doggedly,1.930
doggone,1.800
doggy,4.260
doghouse,4.790
dogleg,0
dogma,1.790
dogmas,0
dogmatic,1.890
dogmatical,0
dogmatism,1.890
dogmatize,0
dogs,5.000
dog's,0
dogtrot,0
dogwood,4.850
doily,4.610
doing,2.660
doings,2.070
dolce,0
doldrums,0
dole,2.570
doled,0
doleful,2.240
doll,5.000
dollar,4.930
dollars,0
dollhouse,4.860
dollies,0
dollop,4.070
dolls,0
dolly,4.730
dolorous,0
dolphin,4.960
dolphins,0
dolt,2.830
doltish,0
domain,3.400
domains,0
dome,4.740
domed,0
domes,0
Domesday,0
domestic,2.570
domestically,1.740
domesticate,2.190
domestication,1.640
domesticity,0
domicile,0
domiciled,0
dominance,2.530
dominant,1.660
dominantly,2.070
dominate,2.120
dominated,2.180
dominates,0
dominating,0
domination,2.810
domineer,2.120
domineering,2.000
Dominic,0
Dominican,0
dominion,1.960
Dominique,0
domino,4.590
dominoes,4.660
Don,0
Donald,0
donate,2.880
donated,3.150
donates,0
donating,0
donation,3.320
donations,0
done,2.000
donkey,5.000
Donna,0
donned,0
donning,0
donor,3.540
donors,0
don't,0
doo,0
doodle,4.210
doodlebug,3.880
doom,1.500
doomed,1.880
dooms,0
Doomsday,2.360
door,4.810
doorbell,4.820
doorframe,4.790
doorhandle,4.820
doorkeeper,4.380
doorknob,4.970
doorknocker,4.700
doorman,4.790
doormat,4.830
doormen,0
doornail,4.900
doorplate,4.670
doors,0
doorstep,5.000
doorstop,4.820
doorway,4.750
doorways,0
dope,3.000
doped,0
dopey,2.300
Doppler,0
Doric,0
Doris,0
dorm,4.410
dormant,2.470
dormitories,0
dormitory,4.640
Dorothy,0
dorsal,4.070
dosage,4.070
dosages,0
dose,3.850
dosed,0
doses,0
dossier,4.210
Dostoevsky,0
Dostoevsky's,0
dot,4.120
doting,2.130
dots,0
dotted,3.810
dotting,2.920
dotty,0
double,3.370
doubled,3.340
doubleheader,3.210
doubles,0
doublethink,0
doubling,3.030
doubloon,0
doubly,0
doubt,1.790
doubted,0
doubter,2.390
doubtful,1.730
doubting,2.070
doubtingly,1.960
doubtless,1.810
doubts,0
douche,4.130
Doug,0
dough,4.790
doughnut,4.960
doughnuttery,0
doughy,3.500
dour,0
dourly,0
douse,3.270
doused,0
dove,4.880
Dover,0
doves,0
dovetail,0
dowager,0
dowdy,0
dowel,4.270
doweling,0
dower,0
down,3.520
downbeat,2.640
downcast,2.260
downed,0
downer,2.710
downers,0
downfall,2.310
downgrade,2.250
downgraded,0
downhearted,2.190
downhill,3.970
downing,0
downpayment,0
downpour,3.710
downright,1.720
downs,0
downstage,4.070
downstair,0
downstairs,4.430
downstream,4.190
downtalking,0
downtown,4.390
downtrend,0
downtrodden,2.460
downturn,2.080
downward,3.160
downwind,3.390
downy,0
dowry,3.290
dowse,3.180
doze,3.460
dozed,3.140
dozen,4.660
dozens,0
dozing,0
drab,2.320
Draco,0
Draconian,2.040
draft,3.150
drafted,0
draftee,3.480
draftees,0
drafters,0
drafting,3.480
drafts,0
drag,4.170
dragged,4.110
dragging,3.710
dragnet,0
dragon,4.390
dragonfly,4.830
dragons,0
drain,4.610
drainage,3.960
drained,3.230
draining,0
drainpipe,4.860
drains,0
drake,4.260
dram,0
drama,2.340
dramas,0
dramatic,2.120
dramatical,0
dramatically,1.590
dramatics,2.070
dramatist,3.210
dramatists,0
dramatization,2.480
dramatize,2.460
dramatizes,0
dramatizing,0
drank,3.550
drape,4.500
draped,0
draper,0
draperies,0
drapers,0
drapery,4.320
drapes,0
drastic,1.580
drastically,1.780
drat,0
draught,3.460
draughts,2.810
draughty,0
draw,3.970
drawback,2.520
drawbridge,4.890
drawer,4.670
drawers,4.960
drawing,4.600
drawings,0
drawl,3.080
drawled,0
drawling,0
drawn,2.790
draws,0
drawstring,4.740
dread,1.860
dreaded,2.110
dreadful,2.230
dreadfully,1.630
dreadnought,0
dream,2.600
dreamboat,2.780
dreamed,0
dreamer,2.190
dreaming,0
dreamland,1.730
dreamless,2.000
dreamlessly,1.850
dreamlike,2.280
dreams,0
dreamt,2.390
dreamworld,2.210
dreamy,2.210
dreariness,2.420
dreary,2.330
dredge,3.040
dregs,3.600
drench,3.750
drenched,0
dress,4.930
dressed,3.410
dresser,4.960
dressers,0
dresses,0
dressing,4.030
dressings,0
dressmaker,4.640
dressy,2.750
drew,3.170
dribble,3.830
dribbled,0
dried,3.540
drier,3.690
driers,0
dries,0
drift,3.070
drifted,0
drifter,3.540
drifting,2.930
drifts,0
driftwood,4.880
drill,4.400
drilled,0
drilling,4.140
drills,0
drink,4.760
drinkable,3.590
drinker,3.320
drinkers,0
drinkhouse,0
drinking,4.140
drinks,0
drip,4.140
dripped,0
dripping,3.890
drips,0
drive,3.860
drivel,2.380
driven,2.290
driver,4.710
drivers,0
driver's,0
drives,0
driveway,4.770
driveways,0
driving,3.960
drizzle,4.210
drizzling,0
drizzly,3.610
dromedary,0
drone,3.930
drones,0
drool,4.610
droop,3.680
drooped,0
drooping,3.370
drop,4.210
dropkick,4.410
droplet,4.450
droplets,0
dropout,3.520
dropouts,0
dropped,0
dropper,3.790
dropping,3.670
droppings,4.480
drops,0
dropsy,0
drought,3.740
droughts,0
drove,3.710
droves,0
drown,3.930
drowned,0
drowning,0
drowns,0
drowse,0
drowsed,0
drowsily,2.520
drowsing,0
drowsy,2.620
drudge,2.440
drudgery,2.140
drug,4.480
drugged,0
drugging,0
druggist,4.190
drugless,2.670
drugs,4.630
drug's,0
drugstore,4.820
drugstores,0
druid,0
drum,4.960
drumbeat,4.210
drumfire,0
drumhead,4.360
drummed,0
drummer,4.440
drummers,0
drummer's,0
drumming,4.210
drums,4.790
drumstick,4.960
drunk,3.480
drunkard,3.770
drunkards,0
drunkard's,0
drunken,3.300
drunkenly,3.400
drunkenness,3.160
drunker,0
drunks,0
dry,3.770
dryad,0
dryer,4.790
drying,3.250
dryly,2.520
dryness,2.720
drywall,4.700
dual,3.070
dualism,2.190
dualities,0
dub,3.000
dubbed,2.560
dubious,1.520
Dublin,0
ducat,0
duchess,4.460
duck,4.860
duckbill,4.750
ducked,0
ducking,3.890
duckling,4.930
ducks,0
duckweed,4.290
ducky,3.030
duct,4.740
ductile,0
ducts,0
ductwork,4.810
dud,2.780
dude,3.930
duds,0
due,3.210
duel,3.790
dueling,3.880
dueller,0
duellist,0
duels,0
duet,3.780
duets,0
duffel,4.120
dug,4.000
dugout,4.680
duke,4.000
dukedom,0
dukes,0
duke's,0
dulcimer,0
dull,2.370
dullard,0
dulled,0
duller,2.540
Dulles,0
dullest,0
dullness,2.140
dulls,0
dully,0
duly,1.680
Dumas,0
dumb,2.360
dumbbell,4.690
dumbbells,0
dumbwaiter,4.550
dumdum,3.210
dummies,0
dummy,3.960
dump,3.930
dumped,0
dumping,3.430
dumpling,4.650
dumps,0
dumpy,2.380
dun,0
dunce,3.220
dunderhead,0
dune,4.460
dunes,0
dung,4.640
dungaree,0
dungeon,4.320
dunghill,4.330
dunk,4.520
duo,3.700
duodenum,0
duologue,0
dupe,2.230
duped,0
duplex,4.180
duplicable,2.190
duplicate,3.460
duplicated,0
duplication,3.300
duplicity,2.120
durable,3.030
duration,2.080
durations,0
duress,2.270
during,1.480
dusk,4.240
dusky,0
Dusseldorf,0
dust,4.400
dustbin,4.540
dustbowl,0
dustcoat,0
dusted,0
duster,4.640
dusting,4.400
dustless,3.500
dustpan,5.000
dusts,0
dusty,3.790
Dutch,0
dutchess,0
Dutchman,0
duties,0
dutiful,1.820
duty,2.190
duvet,4.850
dwarf,4.450
dwarfed,0
dwarfs,0
dwell,2.620
dweller,3.500
dwellers,0
dwelling,4.140
dwellings,0
dwells,0
dwelt,2.120
dwindle,2.250
dwindled,0
dwindling,2.400
dye,4.580
dyed,0
dyeing,3.670
dyestuff,0
dying,3.160
Dylan,0
dynamic,2.440
dynamical,0
dynamically,1.900
dynamics,1.960
dynamism,0
dynamite,4.680
dynamited,0
dynamo,2.710
dynastic,0
dynasties,0
dynasty,2.460
dysentery,3.450
dyslexia,2.640
dyspeptic,0
dystrophy,0
each,2.030
eager,1.930
eagerly,1.600
eagerness,1.690
eagle,5.000
eagles,0
eagle's,0
eaglet,0
ear,5.000
earache,3.560
eardrop,0
eardrum,4.580
eardrums,0
eared,0
earl,2.850
earldom,0
earlier,0
earliest,0
earliness,0
earlobe,4.960
early,2.250
earmark,3.070
earmarked,0
earmuff,4.850
earn,2.390
earned,0
earnest,2.240
earnestly,1.700
earnestness,1.660
earning,2.930
earnings,4.390
earns,0
earphone,4.740
earphones,0
earpiece,4.790
earplug,4.820
earring,4.960
earrings,0
ears,0
earshot,2.960
earsplitting,2.500
earth,4.800
earthbound,2.710
earthen,2.810
earthenware,0
earthling,3.850
earthly,2.410
earthmoving,0
earthquake,3.970
earthquakes,0
earth's,0
earthshaking,0
earthworm,4.890
earthy,2.150
earwax,4.870
ease,2.320
eased,0
easel,4.970
easement,2.880
easements,0
easier,1.620
easiest,2.040
easily,1.800
easing,2.290
east,3.040
eastbound,3.220
Easter,2.830
eastern,3.110
easterner,3.190
easterners,0
easternmost,2.960
eastward,4.150
easy,2.070
easygoing,1.590
eat,4.440
eatable,3.110
eaten,3.610
eaters,0
eating,4.140
eats,3.790
eavesdrop,2.850
ebb,0
ebbing,0
ebbs,0
ebony,4.000
eccentric,1.810
eccentricities,0
eccentricity,1.840
eccentrics,0
ecclesiastic,0
ecclesiastical,0
echelon,0
echelons,0
echo,3.640
echoed,0
echoes,0
echoing,0
eclair,4.750
eclectic,2.260
eclectically,2.160
eclecticism,0
eclipse,4.170
eclipsed,0
eclipses,0
eclipsing,0
ecliptic,0
ecological,2.620
ecology,2.640
economic,2.200
economical,2.220
economically,2.110
economics,1.770
economies,0
economist,3.250
economists,0
economist's,0
economize,1.820
economizing,0
economy,2.570
ecosystem,4.110
ecru,0
ecstasy,2.040
ecstatic,2.410
ectoplasm,3.000
Ecuador,0
ecumenical,0
eczema,4.230
Eddie,0
eddies,0
Eddie's,0
eddy,0
edema,3.920
Eden,0
Edgar,0
edge,4.240
edged,2.970
edges,0
edgewise,0
edging,3.680
edgy,1.870
edible,3.550
edification,1.790
edifice,3.640
edified,0
edify,0
edifying,0
Edison,0
Edison's,0
edit,3.280
edited,0
Edith,0
editing,3.170
edition,3.210
editions,0
editor,4.250
editorial,3.440
editorialist,0
editorialize,2.290
editorials,0
editors,0
editor's,0
editorship,2.140
educate,2.120
educated,2.190
educating,0
education,2.930
educational,2.100
educations,0
educator,4.000
educators,0
educator's,0
Edward,0
Edward's,0
eel,4.690
eerie,1.630
eerily,1.850
effect,1.800
effected,0
effecting,0
effective,2.040
effectively,2.040
effectiveness,2.070
effects,2.830
effectual,1.740
effectuate,0
effeminate,0
effervesce,0
effervescent,2.670
efficacious,0
efficacy,0
efficiencies,0
efficiency,2.150
efficient,1.820
efficiently,1.780
effigy,3.790
effloresce,0
efflorescence,0
efflorescent,2.790
effluent,0
effluents,0
effluvium,0
effort,2.330
effortless,1.960
effortlessly,1.970
efforts,0
effuse,0
effusion,0
effusive,0
egalitarian,0
egalitarianism,0
egg,4.970
eggbeater,4.890
eggcup,0
egged,0
egghead,3.170
eggnog,5.000
eggplant,4.970
eggs,0
eggshell,4.770
ego,1.740
egocentric,2.070
egocentricity,1.810
egoism,1.480
egoist,2.520
ego's,0
egotism,1.900
egotist,2.150
egotist's,0
egotrip,0
egregious,0
egregiously,2.180
egret,0
egrets,0
Egypt,0
Egyptian,0
Egyptians,0
eh,1.040
eidetic,0
eight,4.040
eighteen,3.960
eighteenth,3.640
eighth,3.620
eighties,0
eightieth,2.880
eightpence,0
eightpenny,0
eighty,3.410
Eileen,0
Eileen's,0
Einstein,0
Einstein's,0
Eisenhower,0
Eisenhower's,0
either,1.810
ejaculate,4.310
ejaculated,0
ejaculation,4.170
eject,3.220
ejected,0
ejection,3.030
ejector,3.670
eked,0
elaborate,2.680
elaborated,0
elaborately,2.150
elaborates,0
elaboration,2.110
Elaine,0
Elaine's,0
elapse,2.040
elapsed,0
elapses,0
elastic,3.730
elasticity,2.920
elate,2.070
elated,2.280
elation,2.080
elbow,5.000
elbowing,0
elbowroom,3.180
elbows,0
elder,3.590
elderberry,0
elderflower,0
elderly,3.680
elders,0
eldest,3.450
Eleanor,0
elect,2.410
elected,0
electing,0
election,3.170
electioneer,3.800
elections,0
elective,2.380
electives,0
elector,0
electoral,2.240
electorate,2.670
electors,0
electric,3.560
electrical,3.390
electrically,3.000
electrician,4.210
electricity,3.900
electric's,0
electrification,0
electrify,2.970
electrifying,0
electrocardiogram,4.160
electrocardiograph,4.070
electrochemistry,3.220
electrocute,3.820
electrocution,3.810
electrode,3.480
electrodynamics,0
electrolysis,3.670
electrolyte,3.370
electromagnet,4.220
electromagnetic,2.900
electromagnetism,3.000
electromyography,0
electron,2.960
electronic,3.300
electronically,2.440
electronics,4.370
electrons,0
electroplate,4.040
electroshock,3.890
electroshocks,0
electrostatic,3.360
elegance,2.180
elegances,0
elegant,2.310
elegantly,2.150
element,3.630
elemental,2.080
elementary,2.240
elements,0
elephant,5.000
elephantine,0
elephants,0
elephant's,0
elevate,3.370
elevated,3.110
elevates,0
elevation,3.790
elevator,4.790
eleven,3.930
eleventh,3.750
elf,4.300
elfin,0
elicit,1.730
elicitation,0
elicited,0
elicits,0
eligibility,1.880
eligible,2.460
Elijah,0
eliminate,2.770
eliminated,0
eliminates,0
eliminating,0
elimination,2.000
eliminations,0
elite,2.190
elitism,1.750
elitist,2.420
elixir,4.070
Elizabeth,0
Elizabethan,0
Elizabethans,0
elk,4.930
elks,0
Ellen,0
Elliott,0
ellipse,4.000
ellipses,0
ellipsis,3.440
ellipsoid,0
ellipsoids,0
elliptical,3.500
elm,4.690
Elmer,0
Elmira,0
elms,0
elocution,0
elongate,3.420
elongated,3.450
elongation,2.680
elope,2.810
eloped,0
elopement,2.480
eloquence,1.880
eloquent,1.930
else,1.630
else's,0
elsewhere,1.890
elucidate,0
elucidated,0
elucidation,0
elude,2.650
eluded,0
eludes,0
eluding,0
elusion,0
elusive,1.900
elusiveness,1.710
elusory,0
Elvis,0
emaciate,2.520
emaciated,0
emaciation,3.090
emanated,0
emanating,0
emanation,0
emanations,0
emancipate,2.290
emancipated,0
emancipation,2.370
emancipator,2.860
emasculate,2.370
emasculated,1.960
emasculation,1.960
embalm,3.710
embalmment,3.890
embank,0
embankment,4.070
embargo,3.000
embark,2.480
embarkation,0
embarked,0
embarrass,2.140
embarrassed,2.000
embarrassing,2.110
embarrassingly,2.080
embarrassment,2.430
embassies,0
embassy,3.960
embattled,1.960
embed,2.880
embedded,0
embellish,2.480
embellished,0
embellishment,2.860
ember,4.360
embezzle,2.690
embezzlement,2.670
embezzling,0
embitter,1.620
embittered,0
emblazon,0
emblem,4.300
emblematic,2.120
embodied,0
embodies,0
embodiment,2.140
embodiments,0
embody,1.750
embodying,0
embolden,0
emboldened,0
embolism,2.890
emboss,3.550
embossed,0
embrace,3.380
embraced,0
embraces,0
embracing,3.450
embroider,4.220
embroidered,0
embroideries,0
embroidery,4.630
embroil,2.040
embroiled,0
embryo,4.610
embryonic,2.830
emcee,4.460
emerald,4.930
emeralds,0
emerge,2.270
emerged,0
emergence,2.560
emergencies,0
emergency,2.410
emergent,2.070
emerges,0
emerging,0
emeritus,0
emery,0
emigrant,3.720
emigrate,0
emigrated,0
emigrating,0
emigration,2.700
eminence,1.950
eminent,2.030
eminently,1.860
emir,0
emissaries,0
emissary,3.090
emission,3.330
emit,3.220
emitted,0
emitting,0
Emma,0
Emmanuel,0
Emma's,0
emollient,0
emote,2.590
emotion,2.440
emotional,2.000
emotionalism,1.920
emotionality,1.960
emotionally,1.720
emotionless,1.870
emotions,0
emotive,0
empathy,1.630
emperor,4.350
emperors,0
emperor's,0
emphases,1.960
emphasis,2.120
emphasize,2.000
emphasized,0
emphasizes,0
emphasizing,0
emphatic,1.930
emphatically,1.740
emphysema,3.650
empire,3.000
empires,0
empiric,0
empirical,1.960
empirically,1.670
empiricism,0
empiricist,0
employ,2.410
employable,2.380
employed,2.800
employee,4.100
employees,0
employee's,0
employer,3.810
employers,0
employing,0
employment,3.300
employs,0
emporium,3.860
empower,2.000
empowered,0
empowering,0
empress,0
emptied,0
emptier,3.040
empties,0
emptiness,2.320
empty,3.430
emptying,0
emu,4.790
emulate,2.370
emulated,0
emulation,2.120
emulsified,0
emulsify,2.720
emulsion,3.430
enable,2.030
enabled,0
enables,0
enabling,0
enact,2.220
enacted,0
enacting,0
enactment,2.450
enamel,4.210
enameling,3.380
enamelled,0
enamelware,0
enamour,0
encamp,3.040
encamped,0
encampment,3.820
encapsulate,2.800
encase,2.590
encased,0
encephalic,0
encephalitis,3.130
enchain,0
enchained,0
enchant,1.750
enchanted,2.070
enchanter,2.690
enchanting,2.070
enchantingly,2.080
enchantment,1.630
enchantress,2.840
encipher,0
enciphered,0
encircle,2.840
encircled,0
encirclement,3.330
enclave,0
enclaves,0
enclose,2.960
enclosed,0
encloses,0
enclosing,0
enclosure,4.040
encode,2.540
encompass,2.230
encompassed,0
encompasses,0
encore,2.810
encores,0
encounter,2.930
encountered,0
encounters,0
encourage,2.610
encouraged,0
encouragement,1.960
encourages,0
encouraging,2.000
encouragingly,1.860
encroach,1.860
encroached,0
encroaching,0
encroachment,2.320
encrust,3.220
encrustation,0
encrusted,0
encumber,1.850
encumbered,0
encumbrances,0
encyclopedia,4.790
encyclopedias,0
encyclopedic,3.040
end,3.140
endanger,1.960
endangered,0
endangering,0
endeared,1.780
endearing,1.900
endearment,1.540
endearments,0
endeavor,2.210
endeavored,0
endeavoring,0
endeavors,0
ended,2.080
endemic,0
endgame,0
ending,2.310
endings,0
endive,0
endless,1.820
endlessly,1.460
endocrine,3.070
endogamous,0
endogamy,0
endogenous,0
endorse,2.410
endorsed,1.930
endorsement,2.530
endorsing,0
endothermic,0
endow,2.680
endowed,0
endowment,2.890
endowments,0
endows,0
endpoints,0
ends,0
endurable,1.520
endurance,2.000
endure,2.000
endured,0
endures,0
enduring,2.140
enduringly,1.540
enema,4.440
enemies,0
enemy,2.830
enemy's,0
energetic,2.830
energies,0
energize,2.460
energized,0
energizes,0
energy,3.110
enervate,0
enervating,0
enervation,0
enfeeble,0
enfold,0
enforce,2.400
enforceable,1.860
enforced,2.220
enforcement,2.480
enforcers,0
enforces,0
enforcing,0
enfranchise,0
enfranchisement,1.950
engage,2.070
engaged,2.370
engagement,2.750
engagements,0
engages,0
engaging,1.720
engagingly,1.730
engender,0
engendered,0
engine,4.860
engineer,4.640
engineering,2.690
engineers,0
engines,0
engine's,0
England,0
Englander,0
Englanders,0
England's,0
English,0
Englishman,0
Englishmen,0
Englishwoman,0
engraft,0
engrave,4.000
engraved,4.220
engraver,4.430
engraving,4.280
engravings,0
engross,2.340
engrossed,2.620
engrossing,2.000
engulf,2.880
engulfed,0
engulfing,0
engulfs,0
enhance,2.210
enhanced,2.210
enhancement,2.290
enhances,0
enhancing,0
enigma,1.790
enigmatic,1.620
enjoin,0
enjoined,0
enjoy,2.290
enjoyable,2.040
enjoyed,0
enjoying,2.220
enjoyment,2.170
enjoys,0
enlarge,3.170
enlarged,3.630
enlargement,3.380
enlargements,0
enlarging,3.070
enlighten,1.480
enlightened,1.520
enlightening,1.190
enlightenment,1.500
enlist,2.710
enlisted,1.920
enlistment,2.240
enlists,0
enliven,0
enlivened,0
enmesh,2.520
enmeshed,0
enmities,0
enmity,0
enormity,2.370
enormous,2.900
enormously,2.040
enough,1.330
enrage,2.690
enraged,2.580
enrapture,2.080
enraptured,2.000
enrich,2.000
enriched,0
enriching,1.850
enrichment,1.830
enroll,2.590
enrolled,2.450
enrollees,0
enrolling,0
enrollment,2.960
ensconced,0
ensemble,3.700
ensembles,0
enshrine,2.720
enshroud,3.580
ensign,0
enslave,2.360
enslaved,0
enslavement,2.500
enslaving,0
ensnare,2.900
ensue,2.360
ensued,0
ensues,0
ensuing,1.420
ensure,1.680
ensures,0
ensuring,0
entail,1.840
entails,0
entangle,3.480
entanglement,2.760
enter,3.120
entered,0
entering,3.520
enterprise,2.040
enterprises,0
enterprising,1.860
enterprisingly,2.040
enters,0
entertain,2.550
entertained,0
entertainer,4.170
entertainers,0
entertaining,2.040
entertainment,2.920
entertainments,0
enthral,0
enthralled,0
enthralling,1.880
enthrone,0
enthronement,0
enthuse,0
enthusiasm,2.340
enthusiasms,0
enthusiast,2.230
enthusiastic,2.760
enthusiastically,2.520
enthusiasts,0
entice,2.000
enticement,2.090
enticements,0
enticing,2.110
entire,2.030
entirely,1.810
entirety,3.070
entities,0
entitle,2.250
entitled,0
entitlement,1.790
entitles,0
entity,2.680
entomb,3.500
entombed,0
entomologist,3.880
entomology,2.870
entourage,3.460
entrails,4.580
entrain,0
entrance,4.230
entranced,1.920
entranceway,4.300
entrant,0
entrap,2.560
entrapment,2.310
entreat,0
entreated,0
entreaty,0
entree,4.280
entrench,2.650
entrenched,2.650
entrenchment,2.320
entrepreneur,3.070
entrepreneurs,0
entries,0
entropy,0
entrust,2.160
entrusted,0
entrusting,0
entry,3.620
entwine,2.410
entwined,0
enumerate,2.000
enumerated,0
enumeration,2.830
enunciate,2.630
enunciated,0
enunciation,2.590
envelop,3.560
envelope,4.930
envelopes,0
enveloping,0
envelopment,2.850
envenomed,0
enviable,2.040
enviably,1.440
envied,1.740
envious,1.760
enviously,1.860
environ,0
environing,0
environment,3.740
environmental,2.630
environmentalism,2.380
environmentalist,3.720
environments,0
environs,0
envisage,0
envisaged,0
envisages,0
envision,2.380
envisioned,0
envisions,0
envoy,3.500
envoys,0
envy,1.690
enwrap,0
enzymatic,0
enzyme,3.570
enzymes,0
ephemeral,0
epic,2.190
epicenter,3.110
epics,0
epicure,0
Epicurean,0
Epicurus,0
epicycle,0
epidemic,3.230
epidemics,0
epidemiological,0
epidermis,4.690
epiglottis,0
epigram,3.080
epigrammatic,0
epigrams,0
epigraph,0
epilepsy,3.290
epileptic,3.100
epilogue,3.230
epiphany,1.600
Episcopal,2.230
Episcopalian,2.220
episode,3.220
episodes,0
episodic,2.270
epistemology,0
epistle,0
epistles,0
epitaph,3.740
epithet,0
epithets,0
epitome,1.800
epitomize,1.620
epitomized,0
epitomizes,0
epoch,0
epsilon,0
epsom,0
equable,0
equal,2.560
equalitarian,0
equality,1.410
equalization,2.290
equalize,2.040
equalizers,0
equalizing,1.800
equalled,0
equally,1.590
equals,0
equanimity,0
equate,1.930
equated,0
equating,0
equation,3.650
equations,0
equator,3.850
equatorial,2.590
equestrian,3.960
equidistant,0
equidistantly,2.290
equilateral,2.700
equilibrated,0
equilibrium,2.620
equilibriums,0
equine,0
equines,0
equinox,3.200
equip,2.810
equipment,4.830
equipotent,0
equipped,0
equipping,0
equitable,1.880
equity,2.220
equivalence,1.920
equivalent,2.570
equivalents,0
equivocal,1.790
equivocate,1.930
equivocation,0
era,2.240
eradicable,0
eradicate,3.000
eradication,2.300
era's,0
erase,3.790
erased,3.600
eraser,4.740
erasers,0
erasing,0
erasure,2.480
ere,0
erect,3.740
erected,0
erectile,2.460
erecting,3.200
erection,4.220
erects,0
ergonomic,2.520
Eric,0
Ernest,0
Ernie,0
Ernie's,0
