Word,Concreteness_Rating
guesswork,2.040
guest,3.830
guesthouse,4.530
guestroom,4.440
guests,0
guffaw,0
guffaws,0
Guggenheim,0
guidance,2.460
guide,3.700
guidebook,4.830
guided,0
guidelines,0
guideposts,0
guides,0
guide's,0
guiding,2.540
guild,2.960
guilder,0
guildhall,0
guile,1.880
guileless,1.650
guillotine,4.640
guilt,1.930
guiltiness,1.730
guiltless,1.630
guilty,2.360
Guinea,3.700
Guinness,0
guise,2.520
guises,0
guitar,4.900
guitarist,4.580
guitars,0
gulch,0
gulf,4.080
gulf's,0
gull,4.080
gulled,0
gullet,0
gullibility,1.480
gullible,1.780
gullies,0
gulling,0
Gulliver's,0
gully,4.330
gulp,4.190
gulped,0
gulps,0
gum,4.890
gumbo,4.390
gumdrop,4.900
gumming,3.270
gummy,3.700
gumption,1.740
gums,0
gumshoe,3.880
gun,4.830
gunbarrel,0
gunboat,4.360
gunfighter,4.340
gunfights,0
gunfire,4.660
gunflint,0
gunk,3.460
gunman,4.480
gunmen,0
gunmetal,4.270
gunner,4.350
gunners,0
gunnery,3.040
gunning,2.880
gunny,0
gunnysack,4.520
gunplay,3.390
gunpoint,3.480
gunpowder,4.790
gunroom,0
gunrunner,0
guns,0
gun's,0
gunshot,4.930
gunslinger,4.000
gunsmith,4.700
Gunther,0
gunwale,0
guppy,4.880
gurgle,4.310
guru,3.600
Gus,0
gush,3.380
gushed,0
gusher,3.560
gushy,2.540
gussets,0
gust,3.850
gustatory,0
gusto,2.250
gusts,0
gusty,3.120
gut,4.150
Guthrie,0
Guthrie's,0
gutless,1.750
guts,3.850
gutsy,1.690
gutted,0
gutter,4.850
guttered,0
gutters,0
guttersnipe,0
guttural,2.460
guy,4.680
Guyana,0
guys,0
guy's,0
guzzle,3.360
guzzled,0
guzzler,3.070
Gwen,0
gym,4.830
gymnasium,4.810
gymnast,4.850
gymnastic,3.830
gymnastics,4.040
gymnasts,0
gyms,0
gynecological,2.930
gynecologist,4.390
gynecologists,0
gyp,0
gypsies,0
gypsum,0
gypsy,4.450
gyrate,3.750
gyration,3.560
gyrations,0
gyro,4.460
gyros,0
gyroscope,4.250
gyroscopes,0
haberdasheries,0
haberdashery,0
habilitate,0
habit,2.760
habitable,2.210
habitants,0
habitat,3.900
habitation,3.080
habits,0
habitual,2.000
habituate,0
hacienda,4.260
hack,3.100
hacked,2.620
hackers,0
hacking,3.620
hackles,0
hackney,0
hacksaw,4.960
hackwork,0
had,1.770
haddock,0
Hades,0
hadn't,0
hag,3.680
haggard,2.640
haggardly,2.000
haggle,2.930
haggling,0
haha,0
haiku,3.580
hail,4.320
hailed,0
hails,0
hailstone,4.570
hailstorm,4.660
hair,4.970
hairbreadth,0
hairbrush,4.750
haircloth,0
haircut,4.770
haircuts,0
hairdo,4.070
hairdos,0
hairdresser,4.790
hairier,0
hairless,4.520
hairline,4.460
hairnet,4.960
hairpiece,4.820
hairpin,4.830
hairs,0
hairspring,0
hairstyle,3.900
hairstylist,4.790
hairy,4.480
Haiti,0
Haitian,0
Hal,0
hale,0
Hale's,0
half,3.270
halfback,4.000
halfbacks,0
halfhearted,1.580
halfpence,0
halfpenny,3.920
halftime,2.580
halftone,2.880
halfway,3.070
halfways,0
halibut,0
halitosis,3.610
hall,4.670
hallelujah,1.670
hallelujahs,0
hallmark,2.890
hallmarks,0
hallow,2.230
hallowed,1.860
Halloween,3.210
halls,0
hall's,0
hallucinate,2.520
hallucinating,0
hallucination,2.140
hallucinations,0
hallucinogenic,2.760
hallway,4.740
hallways,0
halo,4.030
halogens,0
halos,0
Hal's,0
halt,3.380
halted,0
halter,3.500
halting,2.900
haltingly,2.140
halts,0
halve,3.810
halves,3.930
ham,4.900
hamburger,5.000
hamburgers,0
Hamilton,0
Hamiltonian,0
Hamiltonians,0
Hamilton's,0
hamlet,3.580
hammer,4.770
hammered,0
hammerless,0
hammock,4.890
hamper,4.210
hampered,0
hampers,0
Hampshire,0
hams,0
hamster,4.860
hamstring,4.720
Hancock,0
hand,4.720
handbag,4.930
handball,4.480
handbarrow,3.700
handbill,0
handbook,4.640
handbooks,0
handbrake,4.690
handcart,4.670
handclap,4.280
handclasp,4.220
handcuff,4.790
handcuffs,0
handed,3.260
handful,3.480
handfuls,0
handgun,5.000
handguns,0
handhold,3.910
handicap,3.070
handicapped,3.660
handicaps,0
handicraft,3.730
handicrafts,0
handier,0
handiest,0
handing,0
handiwork,3.110
handkerchief,5.000
handkerchiefs,0
handle,4.570
handlebar,4.760
handlebars,0
handled,3.110
handler,3.210
handlers,0
handles,0
handless,3.730
handling,3.000
handloom,0
handmade,4.250
handmaid,4.000
handmaiden,4.640
handout,3.520
handpick,3.110
handrail,4.720
hands,0
handsaw,5.000
handshake,4.520
handsome,2.630
handsomely,2.070
handsomer,0
handsomest,0
handstand,4.570
handstands,0
handwriting,4.590
handy,1.880
handyman,4.120
handymen,0
hang,3.700
hangar,4.500
hangars,0
hanged,0
hanger,4.810
hangers,0
hanging,4.030
hangman,4.460
hangman's,0
hangnail,4.710
hangout,3.920
hangouts,0
hangover,3.570
hangovers,0
hangs,0
hangup,2.240
Hank,0
hankered,0
hankering,2.190
hanky,4.760
Hannah,0
Hannibal,0
Hanover,0
Hanukkah,0
haphazard,2.480
haphazardly,2.210
hapless,1.740
happen,1.780
happened,0
happening,2.100
happenings,0
happens,0
happenstance,1.540
happier,2.140
happiest,2.030
happily,1.960
happiness,2.600
happy,2.560
harangue,0
harangued,0
haranguing,0
harass,2.670
harassed,0
harassing,0
harbinger,0
harbor,4.570
harbored,0
harboring,0
harbors,0
harbor's,0
hard,3.760
hardboard,0
hardboiled,3.920
hardbound,4.040
hardcover,4.690
harden,3.360
hardened,2.630
harder,2.000
hardest,0
hardheaded,2.370
hardly,1.620
hardness,3.340
hard's,0
hardscrabble,0
hardshell,0
hardship,1.790
hardships,0
hardtack,0
hardtop,4.300
hardware,4.620
hardwood,4.400
hardwoods,0
hardworking,2.480
hardy,2.220
hare,4.880
harebrained,1.560
harelip,0
harelips,0
harem,4.380
hark,2.380
Harlem,0
Harlem's,0
harlequin,3.480
Harley's,0
harlot,3.630
harm,2.620
harmed,0
harmful,2.190
harmless,1.900
harmlessly,1.860
harmonic,3.070
harmonica,4.900
harmonies,0
harmonious,2.040
harmoniously,1.830
harmonization,2.820
harmonize,3.070
harmony,2.460
harmony's,0
harness,4.140
harnessed,0
harnesses,0
harnessing,0
harp,4.850
harper,0
harpers,0
Harper's,0
harping,0
harpist,4.080
harpoon,4.670
harpsichord,4.670
harpsichordist,4.500
harpy,0
harrassment,2.650
harried,0
Harriet,0
Harriet's,0
harrow,0
harrowed,0
harrowing,2.370
harrows,0
harry,0
Harry's,0
harsh,2.230
harshened,0
harsher,0
harshly,2.210
harshness,2.190
Hartford,0
Harvard,0
Harvard's,0
harvest,4.000
harvested,0
harvester,4.210
harvesting,0
harvests,0
has,0
hash,4.100
hashish,4.330
hasn't,0
hassle,2.180
hassock,0
hast,0
haste,2.290
hasten,2.220
hastened,0
hastening,0
hastily,2.310
Hastings,0
hasty,2.700
hat,4.880
hatband,4.380
hatch,4.460
hatchback,4.480
hatched,0
hatchery,4.220
hatchet,4.930
hatching,3.410
hatchway,3.960
hate,1.970
hated,0
hateful,2.070
hates,0
hath,0
hating,0
hatless,3.560
hatpin,0
hatred,2.000
hats,0
hatter,0
hatters,0
haughtily,1.920
haughtiness,1.440
haughty,1.670
haul,3.810
haulage,0
hauled,0
hauling,0
hauls,0
haunch,3.230
haunches,0
haunt,2.030
haunted,0
haunting,0
haunts,0
Havana,0
have,2.180
haven,3.380
havens,0
haven't,0
having,0
havoc,2.180
haw,0
Hawaii,0
Hawaiian,0
hawing,0
hawk,4.930
hawked,0
hawker,0
hawkers,0
hawks,0
hay,4.870
Haydn,0
Haydn's,0
Hayes,0
hayfork,4.890
haystack,4.870
haystacks,0
haywire,2.500
hazard,3.670
hazardous,3.100
hazards,0
haze,4.040
hazel,3.700
hazelnuts,0
hazes,0
hazy,3.150
he,3.930
head,4.750
headache,3.900
headaches,0
headband,5.000
headboard,4.650
headcheese,4.260
headdress,4.710
headed,2.670
header,3.930
headfirst,3.830
headgear,4.830
headhunter,4.240
heading,3.100
headings,0
headlamp,4.660
headland,0
headlands,0
headless,4.420
headlight,4.970
headlights,0
headline,4.040
headlines,0
headlining,0
headlong,2.000
headman,3.740
headmaster,4.120
headmistress,4.560
headphones,4.790
headpiece,4.800
headquarter,3.830
headquarters,4.140
headrest,4.800
headroom,3.580
heads,4.630
headset,4.830
headstand,4.750
headstands,0
headstone,4.390
headstones,0
headstrong,2.140
headwaters,0
headway,2.300
headwind,3.290
heady,1.590
heal,3.030
healed,0
healer,3.520
healing,2.760
health,2.280
healthful,2.890
healthier,0
healthiest,0
healthily,2.400
healthy,3.310
heap,3.900
heaped,0
heaps,3.420
hear,3.660
heard,0
hearer,0
hearers,0
hearing,3.180
hearings,0
hearken,0
hears,0
hearsay,1.820
hearse,4.850
heart,4.520
heartache,2.200
heartbeat,4.080
heartbreak,2.150
heartbreaking,2.040
heartbroken,2.370
heartburn,3.390
hearten,2.040
heartening,2.080
heartfelt,1.890
hearth,4.380
hearthrug,0
heartiest,0
heartily,2.270
heartless,1.790
heartrending,0
hearts,4.480
heart's,0
heartsick,1.930
heartstrings,0
heartthrob,3.320
heartwarming,1.520
hearty,2.550
heat,3.790
heated,0
heatedly,2.250
heater,4.800
heaters,0
heathen,3.040
heathendom,0
heathenish,0
heather,3.720
heating,3.340
heat's,0
heatstroke,3.280
heatwave,3.390
heave,3.670
heaved,0
heaven,1.810
heavenly,1.500
heavens,2.570
heaven's,0
heavensent,0
heavenward,0
heavenwards,2.570
heaves,0
heavier,0
heaviest,0
heavily,3.150
heaviness,2.890
heaving,3.320
heavy,3.370
heavyhearted,2.000
heavyweight,3.520
Hebraic,0
Hebrew,0
Hebrews,0
heck,0
heckle,3.230
hectare,0
hectic,1.960
Hector,0
Hector's,0
he'd,0
hedge,4.540
hedged,0
hedgehog,4.930
hedgerow,0
hedges,0
hedonism,0
hedonist,0
hedonistic,2.360
heed,1.930
heeded,0
heedless,1.890
heehaw,2.910
heel,4.860
heels,0
hefted,0
hefty,3.070
Heidelberg,0
heifer,4.220
height,3.860
heighten,2.520
heightened,2.380
heightening,0
heights,0
heinous,1.710
heir,3.210
heiress,3.890
heirloom,3.730
heirs,0
held,0
Helen,0
Helena,0
Helene,0
helicopter,4.620
heliocentric,2.600
heliport,4.700
helium,3.960
hell,2.410
he'll,0
hellcat,0
Hellene,0
Hellenic,0
hellfire,2.520
hellish,2.160
hello,2.800
Hell's,0
helm,3.880
helmet,4.920
helmets,0
helmsman,4.280
help,2.560
helped,0
helper,3.390
helpers,0
helpful,1.760
helpfully,1.750
helpfulness,1.830
helping,2.530
helpless,2.070
helplessly,1.920
helplessness,2.000
helpmate,0
helpmeet,0
helps,0
hem,4.430
hematite,0
Hemingway,0
Hemingway's,0
hemisphere,3.580
hemisphere's,0
hemispherical,3.000
hemline,4.440
hemlock,4.880
hemlocks,0
hemmed,0
hemming,0
hemoglobin,4.080
hemorrhage,3.590
hemorrhages,0
hemorrhaging,0
hemorrhoids,0
hemp,4.850
hemstitch,4.440
hen,4.900
hence,1.410
henceforth,1.790
henceforward,1.620
henchman,4.080
henchmen,0
henna,4.150
henpecked,0
Henrietta,0
Henrietta's,0
Henry,0
Henry's,0
hens,0
hen's,0
hepatitis,3.960
her,3.000
herald,2.870
heralded,0
heraldry,0
herb,4.570
herbal,3.570
herbalist,3.540
Herbert,0
herbivore,4.080
herbs,4.790
herculean,2.000
Hercules,0
herd,4.110
herded,0
herding,3.720
herds,0
herdsman,4.110
here,3.130
hereabout,2.120
hereabouts,0
hereafter,1.640
hereby,1.680
hereditary,2.000
heredity,1.810
Hereford,0
herein,1.890
hereinafter,1.690
hereof,0
here's,0
heresy,2.040
heretic,3.230
heretical,1.830
heretics,0
hereto,0
heretofore,0
hereunder,0
hereunto,0
hereupon,1.380
herewith,1.260
heritable,0
heritage,2.340
heritages,0
Herman,0
Herman's,0
hermaphrodite,4.420
hermetic,0
hermit,4.290
hermitage,0
hernia,3.580
hero,3.070
Herod,0
heroes,0
heroic,1.850
heroically,1.830
heroics,2.380
heroin,4.570
heroine,4.210
heroism,2.670
heron,4.380
herons,0
hero's,0
herpes,3.880
herpetologist,0
herpetologists,0
herpetology,0
herring,4.680
herringbone,4.070
hers,2.610
herself,3.000
Hershey's,0
hertz,2.630
he's,0
hesitance,1.690
hesitancy,2.070
hesitant,1.880
hesitate,2.460
hesitated,0
hesitates,0
hesitating,2.540
hesitatingly,2.040
hesitation,2.590
Hesse,0
Hessian,0
Hessians,0
heterodox,0
heterogeneity,0
heterogeneous,2.590
heterosexual,3.000
heterosexuality,2.630
heterozygous,0
heuristic,0
hew,0
hex,2.160
hexagon,4.520
hexagonal,3.970
hexagram,4.070
hexameter,0
hey,1.630
heyday,1.520
hi,2.670
hiatus,2.070
Hiawatha,0
hibachi,4.140
hibernate,2.920
hibernation,3.260
hibiscus,4.480
hiccup,4.310
hiccups,0
hick,3.450
hickory,4.340
hicks,0
hid,0
hidden,3.040
hide,3.210
hideaway,3.560
hideous,2.610
hideously,2.290
hideout,3.830
hides,0
hiding,0
hierarchical,2.220
hierarchies,0
hierarchy,2.590
hieroglyph,4.170
hieroglyphic,4.070
hifalutin,0
high,3.460
highball,4.080
highboard,0
highborn,0
highbrow,2.420
higher,2.930
highest,2.720
highfalutin,0
highland,3.860
Highlander,3.430
highlands,0
highlight,3.110
highlighting,0
highlights,0
highly,2.190
highness,2.440
highroad,2.590
highs,0
highschool,4.730
highway,4.720
highwayman,3.620
highways,0
hijack,3.330
hijacked,0
hijackers,0
hijacking,3.430
hike,4.140
hiked,0
hiker,4.530
hikes,0
hiking,0
hilarious,2.390
hilariously,2.070
hilarity,1.690
hill,4.930
Hillary,0
hillbilly,4.180
hills,0
hillside,4.780
hilltops,0
hilly,3.880
hilt,0
him,3.540
Himalayas,0
himself,3.500
Hinckley,0
hind,3.960
hinder,2.780
hindered,0
hindering,0
hinders,0
Hindi,0
hindmost,0
hindquarters,0
hindrance,2.070
hindrances,0
hindsight,2.070
Hindu,3.500
Hinduism,0
Hindus,0
hinge,4.570
hinged,0
hinges,0
hint,2.330
hinted,0
hinterland,0
hinterlands,0
hinting,0
hints,0
hip,4.210
hipline,0
hippie,4.070
hippo,4.930
Hippocrates,0
hippodrome,0
hippopotamus,4.930
hips,0
hipster,3.590
hire,3.110
hired,2.590
hirelings,0
hires,0
hiring,0
Hiroshima,0
his,3.140
Hispanic,0
hiss,3.600
hissed,0
hissing,4.070
histamine,0
histology,0
historian,3.900
historians,0
historian's,0
historic,1.930
historical,1.930
historically,2.380
historicism,0
histories,0
history,2.960
histrionic,0
histrionics,0
hit,4.110
hitch,3.930
Hitchcock,0
hitched,0
hitchhike,3.440
hitchhiker,4.830
hitching,0
hither,2.170
hitherto,0
Hitler,0
Hitler's,0
hitless,2.200
hits,0
hit's,0
hitter,3.960
hitters,0
hitting,0
hive,4.830
hives,4.110
hoagy,0
hoar,0
hoard,3.330
hoarse,3.070
hoarsely,2.920
hoarseness,2.820
hoary,0
hoax,2.670
hoaxes,0
hobbies,0
hobble,3.820
hobbled,0
hobby,2.930
hobbyhorse,4.190
hobgoblin,3.930
hobnob,0
hobo,4.120
hock,3.290
hockey,4.310
hocking,0
hodgepodge,2.780
hoe,4.740
hoes,0
hog,4.660
Hogan,0
Hogan's,0
hogging,0
hogs,0
hogshead,0
hogwash,2.370
hoist,4.000
hoisted,0
hold,3.680
holder,3.740
holders,0
holding,3.720
holdings,0
holdover,0
holdovers,0
holds,0
holdup,3.040
holdups,0
hole,4.810
holed,0
holes,0
holiday,2.860
holidays,3.150
holies,0
holiness,1.560
Holland,0
Hollander,0
holler,3.570
hollered,0
hollering,0
hollow,3.610
hollowness,2.970
hollows,0
holly,4.500
hollyhock,0
Hollywood,0
Hollywood's,0
Holmes,0
holocaust,3.810
holograph,4.270
Holstein,0
holster,4.590
holstered,3.810
holy,1.670
holystones,0
homage,2.170
home,4.110
homebound,2.660
homebuilders,0
homebuilding,3.480
homecoming,3.080
homecomings,0
homegrown,2.720
homeland,3.450
homeless,3.040
homely,2.320
homemade,2.900
homemaker,4.220
homemakers,0
homeowners,0
Homer,0
Homeric,0
homers,0
Homer's,0
homerun,0
homes,0
homesick,2.860
homesickness,2.170
homespun,2.450
homestead,4.070
homesteaders,0
homesteads,0
hometown,3.330
homeward,2.140
homewards,0
homework,4.500
homewrecker,0
homey,2.000
homicidal,1.760
homicide,3.820
homily,0
homing,2.000
hominy,0
homoeopathic,1.680
homoeopathy,2.560
homogenate,0
homogeneity,0
homogeneous,2.840
homogenization,2.810
homogenize,2.640
homograph,0
homonym,2.450
homophone,0
homosexual,3.850
homosexuality,3.030
homosexuals,0
homozygous,0
Honduras,0
hone,2.520
honest,1.660
honestly,1.930
honesty,1.590
honey,4.880
honeybee,4.860
honeybees,0
honeycomb,4.720
honeycombed,0
honeydew,4.860
honeymoon,3.590
honeymooned,0
honeymooners,0
honeymooning,0
honeysuckle,4.480
honk,4.520
honkytonks,0
Honolulu,0
honor,1.680
honorable,1.780
honorably,1.670
honorary,1.750
honored,0
honoree,3.410
honorific,0
honoring,0
honors,0
hooch,4.220
hood,4.880
hoodlum,4.030
hoodlums,0
hoods,0
hood's,0
hoodwink,2.080
hooey,0
hoof,4.890
hoofmarks,0
hoofs,4.610
hook,4.790
hooked,3.440
hooker,4.500
hooker's,0
hooking,0
hooks,0
hookup,3.480
hookups,0
hookworm,4.580
hooky,2.290
hooligan,3.590
hooliganism,1.960
hoop,4.740
hoopla,0
hoops,0
hooray,2.630
Hoosier,0
hoot,3.880
hooted,0
hooter,3.750
hooting,0
hoots,0
Hoover,3.760
hooves,0
hop,3.800
hope,1.250
hoped,1.690
hopeful,1.700
hopefully,2.000
hopefuls,0
hopeless,1.590
hopelessly,1.500
hopelessness,1.670
hopes,0
hope's,0
hoping,0
hopped,3.800
hopper,3.780
hopping,0
hops,0
hopscotch,4.480
Horace,0
Horace's,0
Horatio's,0
horde,3.700
hordes,0
horizon,4.440
horizons,0
horizontal,3.460
horizontally,3.900
hormone,3.330
hormones,0
horn,5.000
hornbill,3.910
horned,4.000
hornet,4.960
hornpipe,4.310
horns,0
horny,2.870
horoscope,3.290
horrendous,2.070
horrible,2.200
horribly,1.550
horrid,2.140
horrific,2.500
horrified,2.560
horrify,2.430
horrifying,2.520
horrifyingly,0
horror,2.500
horrors,0
horse,5.000
horseback,4.410
horsefly,4.970
horsehair,4.750
horselike,0
horseman,4.300
horsemanship,0
horsemeat,4.830
horseplay,3.840
horsepower,2.480
horseradish,4.810
horses,0
horse's,0
horseshoe,5.000
horsewhip,4.370
horsy,0
horticulturalist,3.800
horticulture,3.410
hosanna,0
hose,4.870
hosepipe,0
hoses,0
hosiery,4.500
hospice,3.930
hospitable,1.810
hospital,4.640
hospitality,2.150
hospitalization,3.120
hospitalize,3.290
hospitalized,0
hospitals,0
host,3.630
hostage,4.260
hostages,0
hostel,3.900
hostelries,0
hostess,4.120
hostesses,0
hostile,2.620
hostilities,0
hostility,2.240
hostler,0
hosts,0
host's,0
hot,4.310
hotbed,3.390
hotdogs,0
hotel,4.930
hotels,0
hotel's,0
hothead,2.960
hotheaded,2.190
hothouse,4.120
hotplate,4.700
hotpot,0
hotrod,0
hotter,3.380
hottest,0
Houdini,0
hound,4.480
hounds,0
hour,3.100
hourglass,4.930
hours,0
hour's,0
house,5.000
houseboat,4.740
houseboats,0
housebound,2.640
houseboy,4.260
housebreakers,0
housebreaking,2.370
housebroken,3.040
housecoat,4.890
housecraft,0
housed,0
housedog,0
housefather,0
housefly,4.960
household,3.860
householder,3.670
householders,0
households,0
housekeeper,4.360
housekeeping,3.400
houselights,0
housemaid,4.520
housemaster,3.540
housemistress,3.820
housemother,0
housepaint,0
houses,0
house's,0
housetops,4.550
housetrained,0
housewarming,2.570
housewife,4.430
housewives,0
housework,4.100
housing,4.000
Houston,0
hover,3.170
hovercraft,4.580
hovered,0
hovering,3.750
hovers,0
how,1.350
Howard,0
Howard's,0
how'd,0
howdy,2.270
however,1.790
howl,3.830
howled,0
howling,4.190
howls,0
how're,0
how's,0
howsoever,1.570
how've,0
hub,3.590
hubba,0
hubbub,2.430
hubby,4.270
hubcap,5.000
hubris,0
hubs,0
huckleberry,4.250
huddle,4.210
huddled,0
huddling,3.680
Hudson,0
Hudson's,0
hue,3.660
hues,0
Huey,0
huff,3.320
huffy,2.260
hug,4.140
huge,3.540
hugged,0
hugging,4.110
Hugh,0
huh,1.680
hula,4.580
hulk,3.390
hulking,2.900
hulks,0
hull,4.290
hullabaloo,2.190
hum,4.620
human,4.930
humane,1.790
humanely,2.110
humanism,1.810
humanist,2.540
humanistic,1.790
humanists,0
humanitarian,2.570
humanitarianism,1.700
humanities,1.850
humanity,2.360
humanize,1.670
humankind,3.330
humanly,2.190
humanness,2.120
humans,0
humble,1.730
humbled,0
humbly,1.590
humbug,1.570
humdinger,1.830
humdrum,0
humerus,4.180
humid,3.480
humidify,3.360
humidity,3.000
humiliate,2.070
humiliated,0
humiliating,1.860
humiliatingly,2.000
humiliation,1.960
humility,1.750
hummed,0
humming,4.170
hummingbird,4.960
humor,2.260
humorist,3.290
humorists,0
humorous,2.230
hump,4.360
humpback,4.690
humped,3.710
humph,0
Humphrey,0
Humpty,0
humus,0
Hun,0
hunch,2.000
hunchback,4.320
hunched,0
hunches,0
hundred,3.200
hundredfold,2.930
hundreds,0
hundredth,3.590
hundredweight,0
hung,3.310
Hungarian,0
Hungary,0
hunger,3.300
hungrier,0
hungry,2.900
hunk,3.790
hunker,3.210
hunt,3.810
hunted,0
hunter,4.410
hunters,0
hunter's,0
hunting,3.960
huntress,4.120
hunts,0
huntsman,3.650
hurdle,3.970
hurdled,0
hurdles,0
hurl,4.100
hurled,3.520
hurler,3.690
hurlers,0
hurling,3.810
hurrah,3.070
hurray,2.480
hurrays,0
hurricane,4.590
hurried,2.760
hurriedly,1.920
hurry,2.630
hurrying,0
hurt,3.610
hurtful,2.650
hurting,3.030
hurtle,3.590
hurtled,0
hurtling,0
hurts,0
husband,4.110
husbandry,2.230
husbands,0
husband's,0
hush,3.040
hushed,2.390
husk,4.860
huskiness,2.760
husky,3.590
hussy,2.540
hustle,2.960
hustled,0
hustler,3.670
hustling,0
hut,4.650
hutch,4.310
huts,0
Huxley,0
Huxley's,0
huzzahs,0
hyacinth,4.500
hyacinths,0
hybrid,3.210
hybridize,0
Hyde,0
Hydra,3.290
hydrangea,0
hydrant,4.760
hydrate,3.320
hydrated,3.620
hydraulic,3.660
hydraulically,2.500
hydraulics,3.710
hydride,0
hydrocarbon,3.750
hydrocarbons,0
hydrochloride,4.170
hydroelectric,3.380
hydrogen,3.320
hydrolysis,2.870
hydrophilic,0
hydrophobia,2.820
hydrophobic,3.000
hydroplane,3.590
hydrostatic,0
hydrotherapy,3.670
hyena,4.570
hygiene,3.110
hygienic,2.550
hymen,4.660
hymens,0
hymn,4.040
hymnal,0
hymns,0
hyperbola,2.500
hyperbole,2.350
hyperbolic,2.310
hyperbolically,1.710
hypercritical,1.670
hypersensitive,2.000
hypertrophy,0
hyphen,4.110
hyphenate,3.230
hyphenated,3.570
hyphenation,3.140
hypnosis,2.780
hypnotic,1.960
hypnotically,1.810
hypnotist,4.070
hypnotize,2.480
hypnotized,0
hypoactive,0
hypochondria,2.720
hypochondriac,2.960
hypocrisies,0
hypocrisy,2.000
hypocrite,2.550
hypocrites,0
hypocritical,2.300
hypodermic,3.580
hypotenuse,3.670
hypothalamic,0
hypothalamus,0
hypothermia,3.550
hypotheses,1.860
hypothesis,2.120
hypothesize,1.830
hypothesized,0
hypothesizing,0
hypothetical,1.300
hypothyroidism,2.580
hysterectomy,3.830
hysteria,2.860
hysteric,2.930
hysterical,2.650
hysterics,2.310
I,3.930
iamb,0
iambic,0
Iberia,0
ibex,0
ibis,0
ice,4.890
iceberg,4.960
iceboat,4.780
icebox,4.710
icebreaker,3.170
icecap,4.500
icecube,0
iced,3.790
icefall,0
icefield,0
icefloe,0
icehouse,4.500
Iceland,0
Icelander,0
Icelandic,0
iceman,4.220
icepack,5.000
icepick,4.680
icerink,0
icicle,4.960
icing,4.660
icon,3.460
iconoclasm,0
iconoclast,2.850
icy,4.220
Id,2.390
I'd,0
Idaho,0
idea,1.610
ideal,1.370
idealism,1.640
idealist,1.520
idealistic,1.210
idealization,1.400
idealize,1.190
idealized,0
ideally,1.330
idealogical,0
ideals,0
ideas,0
identical,3.500
identically,2.840
identifiable,2.300
identification,3.400
identifications,0
identified,0
identifies,0
identify,2.640
identifying,0
identities,0
identity,2.000
ideograph,0
ideological,1.850
ideologies,0
ideologist,2.040
ideology,1.620
idiocies,0
idiocy,1.750
idiom,2.420
idiomatic,1.640
idioms,0
idiosyncrasies,0
idiosyncrasy,1.740
idiosyncratic,1.580
idiot,3.320
idiotic,1.880
idiotically,1.600
idiot's,0
idle,2.790
idled,0
idleness,1.900
idling,0
idly,2.150
idol,3.630
idolater,0
idolatry,0
idolization,1.860
idolize,2.040
idolized,0
idols,0
idylic,0
idyll,0
idyllic,1.730
if,1.190
igloo,4.730
igneous,0
ignite,4.040
ignited,0
ignition,3.370
ignoble,0
ignominious,0
ignominy,0
ignoramus,2.300
ignorance,1.600
ignorant,1.620
ignore,2.220
ignored,0
ignores,0
ignoring,0
Igor,0
iguana,4.830
Ike,0
Ike's,0
Iliad,0
ilk,0
ill,3.210
I'll,0
illegal,2.370
illegality,1.960
illegibility,1.850
illegible,2.900
illegitimacy,1.690
illegitimate,1.820
illiberal,0
illiberality,0
illicit,1.890
Illinois,0
illiteracy,2.480
illiterate,2.920
illness,3.540
illnesses,0
illogical,1.380
illogicality,0
ills,0
illume,0
illuminate,3.550
illuminated,3.660
illuminating,2.790
illumination,3.280
illuminations,0
illusion,2.480
illusionary,1.880
illusionist,3.300
illusions,0
illusive,1.810
illusory,1.920
illustrate,3.310
illustrated,0
illustrates,0
illustrating,0
illustration,4.360
illustrations,0
illustrative,2.370
illustrator,3.760
illustrators,0
illustrious,1.650
I'm,0
image,3.850
imagery,2.480
images,0
imaginary,1.740
imagination,1.690
imaginations,0
imaginative,1.820
imaginatively,1.460
imagine,1.530
imagined,0
imagines,1.760
imaging,2.790
imagining,0
imaginings,0
imbalance,2.220
imbalances,0
imbecile,3.000
imbecility,0
imbedded,0
imbibe,0
imbibed,0
imbued,0
imitate,2.660
imitated,0
imitates,0
imitating,0
imitation,2.830
imitations,0
imitative,0
imitators,0
immaculate,2.480
immanence,0
immanent,1.810
immaterial,2.080
immature,2.350
immaturity,1.810
immeasurable,2.120
immeasurably,1.860
immediacy,2.070
immediate,2.100
immediately,2.300
immemorial,0
immense,2.210
immensely,1.610
immensities,0
immensity,2.000
immerse,2.790
immersed,0
immersion,2.640
immigrant,3.720
immigrants,0
immigrate,2.560
immigration,3.030
imminence,2.500
imminent,1.890
immobile,2.860
immobility,3.520
immobilization,3.000
immobilize,3.210
immoderacy,0
immoderate,2.070
immodest,2.070
immodesty,2.440
immoral,1.590
immoralities,0
immorality,2.110
immortal,2.000
immortality,1.520
immortalize,1.760
immortalized,0
immovable,2.430
immune,2.430
immunity,2.070
immunization,3.750
immunize,3.000
immunology,2.480
immure,0
immutability,0
immutable,1.500
imp,0
impact,2.590
impacted,2.700
impacts,0
impair,1.730
impaired,2.440
impairment,2.480
impala,0
impale,3.840
impaled,0
impaling,0
impalpable,1.960
impart,2.000
impartation,0
imparted,0
impartial,1.810
impartiality,1.420
imparts,0
impassable,1.960
impasse,0
impassion,1.650
impassioned,2.170
impassive,1.520
